ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target,total_age_in_months,stability_index,profit_ratio,country_x_cashflow,country_x_insurance,log_turnover,log_expenses,log_income,income_stability,maturity
ID_CZOBD9,eswatini,0.09724516979662648,yes,yes,yes,no,no,-0.786712151323165,0,have now,yes,yes,female,no,yes,never had,"yes, always",no,yes,no,don't know,yes,yes,yes,never had,never had,have now,no,1.0,3,3,yes,never had,never had,Medium,-8.440545815877979,-0.10343013079283209,-0.08665342308730109,eswatini_yes,eswatini_no,-0.15739745802946206,-0.0742947387361962,-0.09565806494296937,-0.10333533679215971,-10.017232794169646
ID_UOZM7I,lesotho,0.17235792622964538,no,no,no,yes,yes,-0.786712151323165,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,don't know,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Medium,-9.440545815877979,-0.11624463589490609,-0.09207651749333201,lesotho_yes,lesotho_no,-0.1641075993855849,-0.07602665355313722,-0.10726065547952165,-0.116086309082391,-11.293972536344143
ID_4PD8GB,lesotho,2.050176837055118,yes,no,no,no,no,1.7249995080132514,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,no,yes,never had,never had,never had,no,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Medium,20.699994096159017,-0.11564422843102815,-0.09195292642242665,lesotho_yes,lesotho_no,-0.16393845025506168,-0.07597068153328125,-0.1067154694629217,-0.11548926785136994,24.75893563395431
ID_LJZ9KV,malawi,-0.5787696381005437,no,yes,no,no,yes,-0.6545168008317747,0,never had,yes,yes,female,no,yes,never had,yes,don?t know / doesn?t apply,no,no,no,yes,no,no,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,-7.8542016099812955,-0.10214997805377693,-0.09201416834211655,malawi_yes,malawi_no,-0.1634649848457764,-0.07544113293496553,-0.09436519563225149,-0.10206510260596932,-9.388969341030268
ID_S3FEWS,lesotho,0.6230344648277588,no,no,no,no,yes,1.7249995080132514,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,no,no,yes,never had,never had,never had,no,0.0,0,0,yes,never had,used to have but don't have now,Medium,20.699994096159017,-0.11439407109367865,-0.09253132169472704,lesotho_yes,lesotho_no,-0.16393845025506168,-0.07544113293496553,-0.105625988303694,-0.11424474099631794,24.75893563395431
ID_3V1VQY,lesotho,1.0737110034258723,yes,no,no,yes,yes,2.385976260470203,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,no,yes,never had,never had,never had,no,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Medium,28.631715125642437,-0.11541016377063609,-0.09202743858623154,lesotho_yes,lesotho_no,-0.16403317024320288,-0.07599716632569666,-0.10649747825284919,-0.1152566576331387,34.249822010249005
ID_IJC1YD,eswatini,-1.104558933131676,no,yes,no,yes,yes,-0.786712151323165,0,have now,yes,yes,female,no,no,never had,"yes, always",don't know,no,no,don't know,no,yes,yes,never had,have now,have now,no,6.0,0,3,yes,used to have but don't have now,never had,Medium,-3.4405458158779787,-0.1148397365829255,-0.09182740548076548,eswatini_yes,eswatini_no,-0.1533727968223006,-0.06551998558041466,-0.10715159449538553,-0.11466440463356345,-4.063826207053542
ID_3BPEQP,lesotho,-0.35343136880148696,no,no,no,no,yes,1.0640227555562998,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,don't know,no,yes,used to have but don't have now,have now,have now,yes,0.0,0,0,yes,never had,never had,Low,12.768273066675597,-0.11540692383656878,-0.09143604685515143,lesotho_yes,lesotho_no,-0.1634649848457764,-0.07597068153328125,-0.10649747825284919,-0.11525335411387704,15.263285858179694
ID_8ZRR60,zimbabwe,0.09724516979662648,yes,no,no,no,yes,-0.12573539886621327,0,have now,yes,yes,female,no,yes,never had,no,don't know,do not know / n‎/a,no,no,yes,yes,yes,never had,never had,never had,yes,6.0,0,0,yes,never had,never had,Low,4.491175213605441,-0.11622535980416805,-0.09160830747582115,zimbabwe_yes,zimbabwe_no,-0.16332975017833173,-0.07567762998897333,-0.10728246910373733,-0.11606607454762509,5.367915513385006
ID_HWYATJ,malawi,-0.8792206638326193,no,yes,no,no,yes,0.1386553021165674,0,have now,no,yes,male,"yes, sometimes",yes,never had,no,no,yes,no,no,no,yes,no,never had,never had,never had,no,0.0,0,0,no,never had,never had,Low,1.6638636253988088,0.4647537736526062,-0.30087635527155593,malawi_no,malawi_no,0.08599778616718597,0.34903594295788926,0.6090821521286431,0.4514943840511564,1.5321059090470948
ID_44LHZA,malawi,-0.5036568816675248,yes,no,no,yes,no,-0.39012609984899393,0,have now,no,yes,male,no,no,have now,yes,don?t know / doesn?t apply,no,no,no,yes,yes,no,never had,have now,have now,no,0.0,0,0,yes,never had,never had,Medium,-4.681513198187927,-0.0691967820647094,0.004168513844152373,malawi_no,malawi_no,-0.06134275926195189,-0.06551998558041466,-0.06466324050896462,-0.06919702884082288,-4.987457609666914
ID_7DQ8VD,malawi,-0.052980343069411344,yes,yes,no,no,yes,-0.786712151323165,0,have now,no,yes,male,"yes, sometimes",no,never had,no,don?t know / doesn?t apply,yes,no,no,no,no,no,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,-9.440545815877979,-0.08813282159484041,-0.09037442188487765,malawi_no,malawi_no,-0.16116847902992584,-0.07464733545725931,-0.08152761200429011,-0.08810436834325933,-11.254400412803248
ID_F4TZGN,zimbabwe,-0.35343136880148696,no,no,no,yes,yes,1.19621810604769,0,have now,yes,yes,female,no,no,never had,no,yes,no,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,14.35461727257228,-0.11603770192871193,-0.09150188524120222,zimbabwe_yes,zimbabwe_no,-0.16170835905982414,-0.07415373485125337,-0.10728246910373733,-0.11587503578307497,17.123655505467088
ID_2I3QM6,eswatini,0.9234854905598345,yes,no,no,yes,yes,0.006459951625177069,0,have now,yes,yes,male,"yes, sometimes",no,never had,no,yes,yes,no,no,yes,yes,yes,have now,never had,have now,no,2.0,0,3,yes,used to have but don't have now,never had,High,2.0775194195021247,-0.11564206387321734,-0.0918244738312492,eswatini_yes,eswatini_no,-0.1638031515478521,-0.07595302539468755,-0.1067154694629217,-0.11548706115130455,2.4844860673031017
ID_11WGXQ,zimbabwe,-0.27831861236846805,no,no,no,no,no,-0.39012609984899393,0,have now,yes,yes,female,"yes, sometimes",no,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,no,0.0,3,3,yes,never had,never had,Medium,-4.681513198187927,-0.1161619691824607,-0.09153894227859903,zimbabwe_yes,zimbabwe_no,-0.16332975017833173,-0.07574117604364579,-0.10721702965854103,-0.11600325242186067,-5.5954101382065
ID_ZGNB3U,zimbabwe,0.022132413363607568,yes,yes,no,no,yes,-0.25793074935760363,0,have now,yes,yes,female,"yes, sometimes",yes,never had,"yes, sometimes",don't know,no,no,no,yes,yes,yes,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,-3.0951689922912435,-0.11616795546073211,-0.09193979583196164,zimbabwe_yes,zimbabwe_no,-0.163167492714407,-0.07521174893353266,-0.10728246910373733,-0.11600760388123336,-3.698672034540036
ID_LZ2RWG,eswatini,0.022132413363607568,yes,yes,yes,no,yes,-0.12573539886621327,0,never had,yes,yes,female,no,no,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,never had,never had,no,3.0,0,3,yes,never had,have now,Medium,1.4911752136054408,-0.1149097476318398,-0.09019246150213399,eswatini_yes,eswatini_no,-0.1594158791877203,-0.07306162834790438,-0.10636670633284043,-0.11475056981756135,1.773974997486839
ID_2M7FCG,lesotho,-0.8041079073996005,no,yes,no,no,yes,-0.12573539886621327,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,no,no,yes,never had,never had,never had,yes,0.0,0,0,no,never had,used to have but don't have now,Medium,-1.5088247863945592,-0.1115864027171692,-0.09216842737039845,lesotho_yes,lesotho_no,-0.16387079861323936,-0.07570569566522932,-0.10301606617913245,-0.11145374984569958,-1.8045354520474832
ID_QMJN6O,zimbabwe,0.7732599776937966,yes,no,no,no,yes,0.5352413535907384,0,have now,yes,no,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,yes,0.0,0,3,yes,never had,never had,Medium,6.422896243088861,-0.11634266596198335,-0.09199339704101231,zimbabwe_yes,zimbabwe_no,-0.1639790434371015,-0.075974212798409,-0.10735663898551229,-0.1161835962507513,7.6826976556844615
ID_SP10Y6,zimbabwe,0.022132413363607568,no,no,no,no,yes,0.1386553021165674,0,have now,yes,yes,male,no,no,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,1.6638636253988088,-0.11631203000992862,-0.09197026029094504,zimbabwe_yes,zimbabwe_no,-0.1639790434371015,-0.07599540065104608,-0.10732609777972317,-0.11615320730583403,1.9902176044000008
ID_SVHHBX,zimbabwe,-0.9543334202656383,yes,no,no,no,no,-0.5223214503403844,0,have now,yes,yes,male,"yes, always",yes,never had,no,no,yes,no,yes,yes,yes,yes,never had,never had,never had,yes,7.0,0,3,yes,never had,never had,Medium,0.7321425959153878,-0.11615491693523147,-0.08781956514086012,zimbabwe_yes,zimbabwe_no,-0.15928119095582396,-0.07510589713836964,-0.10728246910373733,-0.11599432710383216,0.8708531176408079
ID_AFVNUY,lesotho,1.5995002984570046,yes,yes,no,no,yes,-0.25793074935760363,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,no,yes,never had,never had,never had,yes,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Medium,-3.0951689922912435,-0.11561393200179834,-0.09194212234668975,lesotho_yes,lesotho_no,-0.16368139836079512,-0.07572352395673208,-0.1067154694629217,-0.1154583852655859,-3.7009448148404647
ID_FKE4VZ,eswatini,2.125289593488137,yes,no,yes,no,no,0.006459951625177069,3,have now,yes,yes,female,"yes, sometimes",yes,never had,"yes, sometimes",no,yes,yes,yes,yes,yes,yes,never had,have now,never had,no,8.0,0,0,yes,never had,never had,High,8.077519419502124,-0.1148397365829255,-0.07740251885223706,eswatini_yes,eswatini_yes,-0.14007305474084303,-0.06551998558041466,-0.10715159449538553,-0.11466440463356345,9.39326237424482
ID_13QVBN,lesotho,1.8248385677560615,no,yes,no,no,yes,0.40304600309934807,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,yes,0.0,0,0,yes,have now,never had,Medium,4.836552037192177,-0.11607858156861846,-0.0920262058857526,lesotho_yes,lesotho_no,-0.1640629412353953,-0.07602806613675493,-0.10710797343191665,-0.11592124122654299,5.785784930195472
ID_N25WM7,eswatini,-0.7289951509665815,no,no,yes,yes,yes,-0.5223214503403844,0,never had,yes,yes,female,no,yes,never had,"yes, sometimes",don't know,yes,no,no,yes,yes,yes,never had,never had,never had,no,5.0,0,0,yes,never had,never had,Low,-1.2678574040846122,-0.11449185884393738,-0.09105339159952047,eswatini_yes,eswatini_no,-0.16143838261106958,-0.0742947387361962,-0.10584378959869437,-0.11433854168031073,-1.5119430436518198
ID_2N3K87,malawi,-1.0294461766986571,no,yes,no,no,yes,-0.25793074935760363,0,never had,no,no,male,"yes, sometimes",no,never had,yes,no,yes,no,no,yes,yes,no,never had,never had,never had,no,0.0,0,0,no,never had,never had,Medium,-3.0951689922912435,0.1260830025055468,-0.08140206065364293,malawi_no,malawi_no,-0.08606879008941051,-0.007810386582973947,0.12516097596374234,0.12614622676072712,-3.3866542237834794
ID_1MX46A,zimbabwe,0.472808951961721,yes,no,no,no,no,-0.12573539886621327,0,have now,yes,no,female,no,yes,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,-1.5088247863945592,-0.11622606136800918,-0.09198107148218546,zimbabwe_yes,zimbabwe_no,-0.1639465687596462,-0.07595302539468755,-0.10725193016306724,-0.11606761681014938,-1.8046989941254041
ID_ZREZRD,eswatini,0.09724516979662648,no,no,no,no,yes,-0.786712151323165,0,have now,yes,yes,female,"yes, sometimes",no,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,have now,have now,no,3.0,0,3,yes,never had,used to have but don't have now,Medium,-6.440545815877979,-0.11070642656679164,-0.09199348172332039,eswatini_yes,eswatini_no,-0.1622485307176203,-0.07424362253056073,-0.10236464858793011,-0.11057406795051686,-7.68789557766454
ID_7KX7MR,lesotho,-1.4050099588637517,yes,no,no,no,yes,-0.25793074935760363,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,yes,yes,no,yes,used to have but don't have now,used to have but don't have now,have now,no,0.0,0,0,no,used to have but don't have now,used to have but don't have now,Low,-3.0951689922912435,-0.11531633395554872,-0.0918109553145085,lesotho_yes,lesotho_no,-0.16384373923794693,-0.0760059947457139,-0.10641029507272706,-0.1151634041645569,-3.7016633583181924
ID_4P24L6,lesotho,-0.27831861236846805,yes,no,no,no,yes,-0.786712151323165,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,no,yes,never had,never had,never had,no,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Medium,-9.440545815877979,-0.1159722072883781,-0.09185852277063775,lesotho_yes,lesotho_no,-0.16381668059484447,-0.07593536956782755,-0.10702073701295549,-0.11581520760393496,-11.290043219941051
ID_N7S3HM,eswatini,-0.7289951509665815,no,yes,yes,no,no,-0.39012609984899393,0,never had,yes,yes,female,no,no,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,never had,never had,no,3.0,0,3,yes,never had,never had,Medium,-1.6815131981879272,-0.11284588957739017,-0.09028108771260568,eswatini_yes,eswatini_no,-0.15685989973552233,-0.07042435810403194,-0.10475525718800255,-0.11269148250737626,-1.9943461325827907
ID_WS1ZL7,eswatini,1.0737110034258723,yes,no,yes,no,no,1.19621810604769,3,never had,yes,no,male,"yes, sometimes",yes,have now,"yes, sometimes",no,yes,yes,no,no,yes,yes,never had,have now,never had,no,3.0,3,3,yes,never had,never had,High,17.35461727257228,-0.10317029108465159,-0.15221807535968196,eswatini_yes,eswatini_yes,-0.16332975017833173,-0.021640904292403812,-0.10084632241078259,-0.1030770019446139,20.742481612405033
ID_JCZLXO,malawi,-1.0294461766986571,yes,yes,no,no,no,-0.5223214503403844,0,never had,no,yes,male,no,yes,never had,yes,no,yes,no,no,yes,no,no,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,-6.267857404084612,0.04560684982966313,-0.06801732999967022,malawi_no,malawi_no,-0.09866491637851109,-0.03286094938070619,0.04416459687408241,0.04566519865556275,-6.953970302477171
ID_VK8SSR,zimbabwe,0.3976961955287021,yes,yes,no,no,no,-0.39012609984899393,0,have now,yes,yes,female,"yes, sometimes",yes,never had,"yes, always",no,yes,no,no,yes,yes,yes,never had,never had,never had,yes,4.0,0,3,yes,never had,never had,Medium,-0.6815131981879272,-0.11633055217006945,-0.09201653379107956,zimbabwe_yes,zimbabwe_no,-0.1639790434371015,-0.07595302539468755,-0.10734791283153486,-0.11617148887629473,-0.8151867400427458
ID_PXI9BF,malawi,-1.3298972024307327,yes,no,no,no,no,-0.6545168008317747,0,have now,yes,yes,female,"yes, sometimes",no,never had,no,no,yes,no,no,yes,yes,no,used to have but don't have now,never had,have now,yes,0.0,0,0,yes,never had,never had,Medium,-7.8542016099812955,-0.006214354143352977,0.34502908916819014,malawi_yes,malawi_no,0.3558956679603903,-0.06726878731649168,-0.005808895718554154,-0.006227834599682483,-5.792629769070653
ID_EKV2DY,eswatini,0.17235792622964538,yes,no,yes,yes,yes,-0.5223214503403844,0,have now,yes,yes,female,"yes, sometimes",no,never had,"yes, always",no,yes,no,yes,yes,yes,yes,used to have but don't have now,never had,used to have but don't have now,no,6.0,0,0,yes,never had,never had,Low,-0.2678574040846122,-0.11537453450926974,-0.09172510759863399,eswatini_yes,eswatini_no,-0.1634649848457764,-0.07570587218140906,-0.10649747825284919,-0.1152203341421111,-0.32019867576640537
ID_8XGHIY,lesotho,0.7732599776937966,no,no,no,yes,no,-0.786712151323165,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,don't know,no,yes,yes,never had,never had,never had,no,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Medium,-9.440545815877979,-0.11622291117632394,-0.09205119480140578,lesotho_yes,lesotho_no,-0.16410083287099603,-0.07604307496092563,-0.1072388423311298,-0.11606476387045278,-11.293881112841238
ID_TVAHM9,lesotho,-0.6538823945335627,yes,no,no,no,yes,-0.5223214503403844,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,yes,yes,used to have but don't have now,have now,have now,yes,0.0,0,0,no,used to have but don't have now,used to have but don't have now,Low,-6.267857404084612,-0.11425522439346147,-0.09149534899502267,lesotho_yes,lesotho_no,-0.1618433746218529,-0.0742947387361962,-0.105625988303694,-0.11410326020993969,-7.478145747826992
ID_G5D907,zimbabwe,0.3976961955287021,yes,no,no,no,yes,-0.6545168008317747,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,yes,0.0,3,3,yes,never had,never had,Medium,-7.8542016099812955,-0.11628851352597037,-0.09208982643971642,zimbabwe_yes,zimbabwe_no,-0.16389785872076143,-0.07580472613667594,-0.10732609777972317,-0.11612924326163049,-9.393830277679166
ID_VCEDTC,eswatini,0.09724516979662648,yes,yes,no,yes,yes,-0.6545168008317747,0,have now,yes,yes,female,"yes, sometimes",yes,never had,"yes, always",no,yes,no,don't know,yes,yes,yes,never had,never had,never had,no,1.0,0,0,yes,never had,never had,Low,-6.8542016099812955,-0.11571750529586,-0.09199796893768768,eswatini_yes,eswatini_no,-0.1638031515478521,-0.07579413417404096,-0.10680267925433819,-0.11556156826476,-8.196875679056728
ID_UFXWT4,malawi,-1.3298972024307327,no,yes,no,no,yes,-0.25793074935760363,0,have now,no,yes,female,no,no,never had,no,don?t know / doesn?t apply,no,no,no,yes,yes,no,never had,never had,never had,yes,0.0,0,0,yes,have now,never had,Low,-3.0951689922912435,0.016023129842174518,-0.09792369389757404,malawi_no,malawi_no,-0.1178616884328876,-0.024440843300025678,0.01563926732595051,0.016031080451188104,-3.5087116744682563
ID_UDC4FH,eswatini,0.472808951961721,yes,no,yes,no,no,0.5352413535907384,0,have now,yes,yes,female,"yes, sometimes",yes,never had,"yes, always",no,yes,no,yes,yes,yes,yes,never had,have now,have now,no,10.0,0,3,yes,never had,never had,High,16.42289624308886,-0.11203543817849855,-0.0943451704238126,eswatini_yes,eswatini_no,-0.14007305474084303,-0.04991688823418747,-0.10627953455258782,-0.11186340777603973,19.09801330639718
ID_036B3Y,lesotho,-0.6538823945335627,yes,no,no,no,yes,-0.12573539886621327,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,yes,yes,used to have but don't have now,used to have but don't have now,have now,yes,0.0,0,0,yes,used to have but don't have now,used to have but don't have now,Low,-1.5088247863945592,-0.11560095268212323,-0.09196914324938468,lesotho_yes,lesotho_no,-0.1636002378041099,-0.07561761797826898,-0.1067154694629217,-0.11544515726221721,-1.8039517161426248
ID_AZ8YJ9,zimbabwe,-1.0294461766986571,yes,yes,no,yes,yes,-0.25793074935760363,0,have now,yes,no,female,"yes, sometimes",yes,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,never had,never had,no,0.0,3,3,yes,never had,never had,Medium,-3.0951689922912435,-0.11616911149065075,-0.09177015960267276,zimbabwe_yes,zimbabwe_no,-0.16332975017833173,-0.07552937156324593,-0.10724756753338902,-0.11600970786355941,-3.6993893268596105
ID_EU74S5,lesotho,0.7732599776937966,yes,yes,no,no,yes,0.7996320545735192,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,no,no,yes,never had,never had,never had,yes,0.0,0,0,no,used to have but don't have now,used to have but don't have now,Low,9.59558465488223,-0.11550183891684299,-0.0921450349728652,lesotho_yes,lesotho_no,-0.1641143659459598,-0.07597068153328125,-0.10658466903454096,-0.11534771343770936,11.479542492366695
ID_EZW544,malawi,0.17235792622964538,yes,no,no,no,yes,-0.25793074935760363,0,have now,no,no,female,no,yes,never had,no,don?t know / doesn?t apply,yes,no,no,yes,yes,no,never had,never had,never had,yes,0.0,0,0,yes,have now,never had,Low,-3.0951689922912435,0.22378226452512562,-0.05085861447714363,malawi_no,malawi_no,-0.04920529395389013,0.00040226413156513124,0.2238629358020747,0.22377291998275006,-3.2553494172917072
ID_DKMQ9U,malawi,1.6746130548900235,yes,yes,yes,yes,yes,3.0469530129271547,3,have now,no,no,male,no,yes,have now,yes,yes,yes,yes,no,yes,no,no,have now,never had,have now,no,0.0,0,0,no,never had,never had,High,36.563436155125856,1.7250823952216152,0.9408774051719789,malawi_no,malawi_yes,3.3848923921405905,0.556750279701616,2.2027229641931316,1.4149494577995707,8.338502495673909
ID_KEGJ52,malawi,-1.179671689564695,yes,yes,no,no,yes,-0.786712151323165,0,have now,no,yes,female,"yes, sometimes",yes,never had,no,don?t know / doesn?t apply,yes,no,no,yes,no,yes,never had,never had,never had,yes,0.0,0,0,yes,never had,never had,Low,-9.440545815877979,-0.09264105093076086,-0.11571894512231982,malawi_no,malawi_no,-0.1594158791877203,-0.04991688823418747,-0.08792580351555307,-0.09254538095318343,-11.230935229605953
ID_D669UG,eswatini,2.350627862787194,no,yes,yes,no,yes,3.0469530129271547,0,used to have but don't have now,yes,yes,male,no,yes,never had,no,no,yes,no,yes,yes,yes,yes,never had,never had,used to have but don't have now,no,11.0,0,0,yes,never had,never had,Low,47.563436155125856,-0.11398427763802299,-0.09205636108925597,eswatini_yes,eswatini_no,-0.16403317024320288,-0.07597068153328125,-0.1051905279742668,-0.11383895063937358,56.89631988025554
ID_QIJTWV,malawi,-0.052980343069411344,yes,yes,no,no,yes,-0.6545168008317747,0,used to have but don't have now,yes,yes,male,no,no,never had,no,don?t know / doesn?t apply,don?t know / doesn?t apply,no,no,no,no,no,never had,never had,never had,no,0.0,0,0,yes,never had,never had,Low,-7.8542016099812955,-0.01819980575615955,0.1707765727963475,malawi_yes,malawi_no,0.1373487578072646,-0.04991688823418747,-0.01730591603889825,-0.018215160152393082,-6.905710808638585
ID_VU5WP8,eswatini,0.9985982469928534,yes,no,yes,no,no,1.7249995080132514,0,never had,yes,yes,female,"yes, sometimes",yes,never had,"yes, always",no,yes,yes,no,yes,yes,yes,never had,never had,never had,no,6.0,0,0,yes,never had,never had,Medium,26.699994096159017,-0.10912435289103732,-0.09150768612728614,eswatini_yes,eswatini_yes,-0.162383619235858,-0.0748236804504205,-0.10084632241078259,-0.1090022737070048,31.87616038717044
ID_DN5V38,lesotho,1.6746130548900235,yes,yes,no,no,yes,-0.6545168008317747,0,have now,yes,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,don't know,no,no,yes,never had,never had,never had,no,0.0,0,0,no,used to have but don't have now,used to have but don't have now,Low,-7.8542016099812955,-0.11534867591068088,-0.09197544920360566,lesotho_yes,lesotho_no,-0.16387079861323936,-0.07588240395753987,-0.10645388571267476,-0.11519517231201337,-9.393526260002309
ID_N1O5BQ,malawi,-0.5036568816675248,yes,no,yes,no,no,-0.6545168008317747,0,have now,no,yes,female,"yes, sometimes",yes,never had,no,no,yes,no,no,yes,no,no,never had,never had,never had,yes,0.0,0,0,yes,used to have but don't have now,never had,Low,-7.8542016099812955,-0.09272096602315946,0.4496804697532191,malawi_no,malawi_no,0.5229614666286684,-0.0742947387361962,-0.08578852124397753,-0.09267368873636536,-5.1571899762952595
ID_X0GNZH,eswatini,-0.6538823945335627,yes,yes,no,no,no,-0.9189075018145554,0,have now,yes,yes,male,"yes, sometimes",no,never had,"yes, always",yes,yes,no,don't know,yes,yes,yes,have now,never had,never had,no,10.0,0,0,yes,never had,never had,Medium,-1.0268900217746655,-0.11539612537147849,-0.09204932563447671,eswatini_yes,eswatini_no,-0.16393845025506168,-0.07588240395753987,-0.10649747825284919,-0.11524234438227923,-1.2282469180504045
ID_G8TANA,eswatini,-0.12809309950243025,yes,no,no,no,yes,-0.12573539886621327,0,have now,yes,yes,male,no,no,have now,"yes, always",no,no,no,no,yes,yes,yes,have now,never had,have now,no,11.0,0,3,yes,never had,used to have but don't have now,High,9.491175213605441,-0.11000535172349456,-0.07138709517993304,eswatini_yes,eswatini_no,-0.14324889830845533,-0.0742947387361962,-0.10171365506537515,-0.1098769331034289,11.078100973393951
ID_MFXOMS,zimbabwe,-1.179671689564695,yes,no,no,yes,yes,-0.5223214503403844,0,have now,yes,yes,female,no,yes,never had,"yes, sometimes",no,yes,no,no,yes,yes,yes,never had,never had,never had,yes,4.0,0,0,yes,never had,never had,Low,-2.2678574040846122,-0.1142683946374908,-0.09110543985165676,zimbabwe_yes,zimbabwe_no,-0.14723293894637154,-0.06004159162168873,-0.1072388423311298,-0.11408892284515708,-2.659410180879386
ID_3G21CQ,eswatini,-1.0294461766986571,no,no,no,no,no,-0.12573539886621327,0,never had,yes,yes,male,no,no,never had,no,don't know,yes,no,no,yes,yes,yes,never had,never had,have now,no,7.0,0,3,yes,never had,never had,Medium,5.491175213605441,-0.11491098258901673,-0.0914811379475806,eswatini_yes,eswatini_no,-0.16332975017833173,-0.07579413417404096,-0.10606163834143317,-0.11475975457767336,6.5631295182012925
ID_L4RFQC,malawi,-1.4801227152967706,yes,yes,no,no,yes,-0.39012609984899393,0,have now,no,yes,female,"yes, always",yes,never had,yes,no,yes,no,no,yes,no,no,have now,never had,have now,no,0.0,0,0,no,never had,never had,High,-4.681513198187927,0.012640540514929261,-0.08971808623176271,malawi_no,malawi_no,-0.15739745802946206,-0.07147843172521479,0.011773662427900504,0.012680009630553057,-5.556015992118404
ID_SAV9CN,eswatini,-0.6538823945335627,yes,no,no,yes,no,-0.6545168008317747,0,never had,yes,no,female,no,yes,never had,"yes, always",no,yes,no,don't know,yes,yes,yes,never had,never had,never had,no,11.0,0,0,yes,never had,never had,Low,3.1457983900187045,-0.11386715342521815,-0.09028412353142405,eswatini_yes,eswatini_no,-0.16143838261106958,-0.07500005654662324,-0.1051905279742668,-0.11371949665375171,3.7514218690499193
ID_AZLOHS,zimbabwe,-0.35343136880148696,yes,no,no,no,yes,-0.6545168008317747,0,have now,yes,yes,female,"yes, sometimes",no,never had,no,no,yes,no,no,yes,yes,yes,never had,never had,never had,no,4.0,0,0,yes,never had,never had,Low,-3.8542016099812955,-0.11634105290858986,-0.0920365611627972,zimbabwe_yes,zimbabwe_no,-0.16404399595599733,-0.07599963827544504,-0.10735227589900535,-0.11618207129123087,-4.610531644412258
